"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032233","GO:0032233","positive regulation of actin filament bundle assembly","18/978","62/18614",1.64109836940492e-09,1.32684027866663e-07,9.31545704424189e-08,"3397/22998/23075/11346/22899/389/8829/10411/6281/6376/387/5829/28984/9647/10174/10979/998/5879",18
"GO:2000146","GO:2000146","negative regulation of cell motility","51/978","390/18614",1.72906897470387e-09,1.37740685823101e-07,9.67047400248464e-08,"7122/2022/8692/79812/7075/54567/2697/22998/8751/6781/5797/9314/4345/94/3728/4208/9289/6387/2043/25932/6376/388/5793/387/6774/4851/10395/23236/182/28984/1843/3146/684/1495/4739/1398/56999/51742/285/6347/55333/6237/7040/397/6672/5879/3065/4780/55466/3488/3486",51
"GO:0061437","GO:0061437","renal system vasculature development","13/978","31/18614",1.83104872569768e-09,1.41697013530062e-07,9.94823916683568e-08,"5175/358/947/80310/7010/8829/1958/5155/4851/3280/285/2828/8837",13
"GO:0061440","GO:0061440","kidney vasculature development","13/978","31/18614",1.83104872569768e-09,1.41697013530062e-07,9.94823916683568e-08,"5175/358/947/80310/7010/8829/1958/5155/4851/3280/285/2828/8837",13
"GO:0008360","GO:0008360","regulation of cell shape","27/978","138/18614",2.66311398402843e-09,2.0318434438707e-07,1.42651309478054e-07,"3791/54873/23129/5962/4651/152273/103910/5362/57381/4478/4627/9344/10395/64218/29780/1398/2534/10458/301/10979/93663/6347/11135/23580/23191/5879/9948",27
"GO:0150115","GO:0150115","cell-substrate junction organization","23/978","103/18614",2.76875963753974e-09,2.08310707729899e-07,1.46250417696361e-07,"3791/22998/3655/11170/7010/94/8829/6281/9448/387/3678/9344/10395/9647/8874/23499/71/5339/10979/5879/3987/3915/2017",23
"GO:0001558","GO:0001558","regulation of cell growth","53/978","420/18614",2.95563324917961e-09,2.19324182339807e-07,1.53982738706358e-07,"8692/2697/11007/64321/8751/8835/11170/1839/3487/3490/94/659/8829/56920/4881/6387/10501/4487/1026/9686/387/1601/6446/9344/64218/684/1654/23499/978/5371/3475/1982/29946/6386/998/9564/27086/102/6595/22883/7040/23191/50618/6868/23011/112398/57142/2017/5518/136319/3488/3486/3303",53
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","52/978","409/18614",3.21766386121725e-09,2.35541691029917e-07,1.65368698870241e-07,"90952/1003/2934/6624/5962/389/6711/9168/54922/4478/387/5899/402/11078/3146/3280/1654/8874/1452/65018/29766/10787/830/6709/51185/22900/10458/7114/51100/6188/118/4690/10979/93663/998/64853/55845/7408/7040/23191/5879/57600/3925/5706/7415/23521/2017/91663/948/22919/136319/3303",52
"GO:0001701","GO:0001701","in utero embryonic development","51/978","398/18614",3.49006080620606e-09,2.48758676147608e-07,1.74648056687292e-07,"4071/2034/7048/7075/57493/64321/10161/9021/9314/6615/51294/94/8531/10365/2624/54345/3726/1499/3714/4487/5155/7703/23462/4627/4851/80790/3280/3276/4678/133/3688/689/677/55845/102/5954/6137/23764/824/4245/65110/5930/57142/79893/1603/51119/10049/10443/7763/25949/51639",51
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","51/978","398/18614",3.49006080620606e-09,2.48758676147608e-07,1.74648056687292e-07,"7122/3397/2022/10252/2280/7048/3791/1003/25937/857/7431/94/659/6935/6711/5595/2353/4487/51232/1958/3625/7049/1655/1601/6774/4851/5829/5654/3280/858/2200/5371/3725/2615/6386/51742/11167/10979/7323/7040/6868/11030/331/3065/2734/2339/58533/10984/3326/23770/3303",51
"GO:0002040","GO:0002040","sprouting angiogenesis","32/978","188/18614",3.57513614756617e-09,2.51513149498259e-07,1.76581912524355e-07,"10266/161198/1948/3791/79812/54567/1012/10769/9314/7010/11082/94/10365/8829/2624/7082/2324/5286/51564/57381/2050/187/8503/387/3678/4851/56999/10000/3688/301/55333/3164",32
"GO:0030336","GO:0030336","negative regulation of cell migration","49/978","375/18614",3.71105945038921e-09,2.57728321061005e-07,1.80945449315199e-07,"7122/2022/8692/79812/7075/54567/2697/22998/8751/6781/5797/9314/4345/94/3728/4208/9289/6387/2043/25932/6376/388/5793/387/6774/4851/10395/23236/182/28984/1843/3146/684/4739/56999/51742/285/6347/55333/6237/7040/397/6672/5879/3065/4780/55466/3488/3486",49
"GO:0031532","GO:0031532","actin cytoskeleton reorganization","24/978","114/18614",4.41382551804522e-09,3.02654339636088e-07,2.12487029936008e-07,"90952/1901/2934/27/7010/8829/10411/7082/4627/221981/387/51225/4739/29780/10458/8476/301/5339/998/9564/6464/397/5898/2017",24
"GO:0032535","GO:0032535","regulation of cellular component size","47/978","354/18614",4.62876937409226e-09,3.13425546243222e-07,2.20049259849939e-07,"358/90952/2934/23075/5962/659/8829/6711/9168/56920/6387/10501/56262/4478/387/51474/11078/64218/8766/51652/23645/23499/29766/10787/830/6709/10458/8301/7114/10000/118/4690/3475/5868/93663/1173/55845/7408/23191/23011/5879/6558/57142/2017/91663/136319/9948",47
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","54/978","439/18614",5.20354437399876e-09,3.47995060172238e-07,2.44319763785023e-07,"2022/10252/2280/8692/8613/5787/25937/57493/857/23075/9021/2887/9467/2771/801/90007/54922/1848/1026/2776/5155/6774/2167/1843/9647/11142/7529/4616/23645/978/10019/3301/10614/7531/3725/54541/706/4690/3315/5339/64853/2950/7040/8655/51024/3192/84919/79893/58533/8826/91663/5518/23770/3486",54
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","54/978","440/18614",5.63860535749403e-09,3.72491770994454e-07,2.61518371715352e-07,"2022/10252/2280/8692/8613/5787/25937/57493/857/23075/9021/2887/9467/2771/801/90007/54922/1848/1026/2776/5155/6774/2167/1843/9647/11142/7529/4616/23645/978/10019/3301/10614/7531/3725/54541/706/4690/3315/5339/64853/2950/7040/8655/51024/3192/84919/79893/58533/8826/91663/5518/23770/3486",54
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus","46/978","345/18614",5.9048764098048e-09,3.85382114601357e-07,2.70568401631259e-07,"2022/10252/2280/3791/1003/79812/79652/857/2887/94/659/6935/8829/8322/1499/55959/4487/51232/7049/1601/3678/4851/5654/3280/858/2200/2260/25865/6386/51742/11167/7323/7040/23191/6868/331/3065/4641/2734/8837/58533/10984/3326/10016/23770/3303",46
"GO:0001952","GO:0001952","regulation of cell-matrix adhesion","25/978","125/18614",6.42459506659784e-09,4.14309898520959e-07,2.90877969619273e-07,"3791/22998/8751/1012/11170/7010/94/3728/8829/2013/6281/6376/9448/7402/387/10395/182/9647/23499/71/10979/6237/5879/3987/948",25
"GO:0090066","GO:0090066","regulation of anatomical structure size","58/978","492/18614",6.83043486377818e-09,4.35299595965722e-07,3.05614379725456e-07,"358/90952/2934/857/4313/23075/5962/659/1910/10365/8829/6711/9168/56920/1636/4881/5286/6387/2149/10501/56262/4478/387/51474/11078/64218/8766/51652/23645/23499/29766/1889/10787/830/133/6709/10458/8301/7114/10000/118/4690/3475/5868/93663/3672/1173/55845/7408/23191/23011/5879/6558/57142/2017/91663/136319/9948",58
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","42/978","301/18614",7.09128154284954e-09,4.42623277865932e-07,3.10756177517098e-07,"857/6615/8531/6387/4487/1026/10625/1655/7132/79073/3428/7178/9647/1654/23645/65018/3301/5371/754/54541/6188/4690/51246/3315/4170/10955/9774/837/6135/6154/2537/3190/51024/3065/57600/468/4609/10550/4780/10210/51060/3303",42
"GO:0060317","GO:0060317","cardiac epithelial to mesenchymal transition","13/978","34/18614",7.10877333844122e-09,4.42623277865932e-07,3.10756177517098e-07,"2022/10252/7048/8751/6615/1942/2013/4487/23462/7049/4851/182/57142",13
"GO:0048024","GO:0048024","regulation of mRNA splicing, via spliceosome","23/978","108/18614",7.31881436318752e-09,4.50522925061213e-07,3.16302348016704e-07,"1655/5725/9444/3181/6651/9584/6434/1153/6429/3191/3190/7536/3192/6432/10521/6428/10284/3178/10921/10949/5935/9939/29896",23
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation","35/978","225/18614",7.70655594698953e-09,4.69060826571262e-07,3.29317405517128e-07,"3397/51162/3791/1012/8828/7010/94/659/8829/2624/2324/6387/595/1499/283131/187/5155/6774/4851/5654/3146/858/2260/3725/10000/25865/998/3164/2896/6868/4609/57142/3915/8837/10016",35
"GO:0072012","GO:0072012","glomerulus vasculature development","12/978","29/18614",9.36142776249796e-09,5.6345393543835e-07,3.95588754455031e-07,"5175/358/947/80310/7010/1958/5155/4851/3280/285/2828/8837",12
"GO:0051099","GO:0051099","positive regulation of binding","30/978","176/18614",1.06067034747884e-08,6.31390249702515e-07,4.4328536326675e-07,"7122/2280/351/857/9314/23129/302/8829/801/1636/1499/2043/6281/567/79618/5899/9693/3146/3280/10211/118/1488/6135/7040/3191/9802/3925/22919/8721/3646",30
"GO:0043087","GO:0043087","regulation of GTPase activity","47/978","364/18614",1.13241613068711e-08,6.66771541296965e-07,4.68125798646742e-07,"10252/9411/1901/23348/7052/3655/6358/23129/57572/22899/5962/152273/10411/9771/54922/5362/2149/2043/6281/30851/6376/25780/9448/57580/958/50807/402/9693/375790/858/8874/9462/4739/1398/8301/3688/6251/6654/10979/6347/2889/5906/64786/3987/3925/8826/9236",47
"GO:0036293","GO:0036293","response to decreased oxygen levels","42/978","306/18614",1.15776982630257e-08,6.74369800976453e-07,4.73460371525884e-07,"2034/358/7048/947/8751/857/4313/6781/94/1636/6387/2043/2353/4000/1958/81/387/7049/4851/9124/28984/65018/5327/133/5371/3727/54541/663/285/677/4929/114769/5066/1263/824/6868/468/112398/4609/8837/4780/378938",42
"GO:0007043","GO:0007043","cell-cell junction assembly","28/978","157/18614",1.17529452354743e-08,6.7729472702728e-07,4.75513898496849e-07,"7122/10266/5175/90952/1003/2697/6624/928/857/1012/6615/5872/3728/389/7082/1636/51564/1499/187/387/402/1500/1495/5583/2701/71/4641/9948",28
"GO:0007229","GO:0007229","integrin-mediated signaling pathway","23/978","112/18614",1.52285137463354e-08,8.68345883830516e-07,6.09646760836675e-07,"8613/8751/3655/8829/55679/2013/8515/4627/3678/9510/1495/4739/3688/10979/998/9564/3672/3913/102/65979/3987/4811/3915",23
"GO:0043114","GO:0043114","regulation of vascular permeability","15/978","49/18614",1.68965693478838e-08,9.53311592713769e-07,6.69299337266665e-07,"83483/7122/10266/1003/5138/7010/7082/4881/7525/133/5339/10979/9590/2828/7040",15
"GO:0001954","GO:0001954","positive regulation of cell-matrix adhesion","16/978","56/18614",1.70705601796632e-08,9.53311592713769e-07,6.69299337266665e-07,"3791/1012/7010/3728/8829/2013/6281/6376/9448/7402/9647/10979/6237/5879/3987/948",16
"GO:0006413","GO:0006413","translational initiation","24/978","123/18614",2.13415011186956e-08,1.1594705420522e-06,8.14039052191369e-07,"10209/1654/23645/6189/6188/4690/1973/1982/3315/1974/1975/7458/1983/468/84919/5436/7812/23521/8668/9689/6218/1964/10289/3646",24
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","57/978","495/18614",2.13830677793347e-08,1.1594705420522e-06,8.14039052191369e-07,"10268/2321/351/3791/3643/6358/80310/3487/1942/7010/2771/8829/4208/2324/975/8322/5595/2149/1499/2043/2621/6376/23328/5155/958/4851/9344/23236/9693/4296/3146/3383/858/3276/4616/1398/10174/2260/3725/6188/25865/6386/10979/6347/998/3672/9590/5906/7040/6464/11214/331/10550/8837/8826/948/3486",57
"GO:0031032","GO:0031032","actomyosin structure organization","32/978","202/18614",2.15474654923754e-08,1.1594705420522e-06,8.14039052191369e-07,"1901/22998/22899/389/8829/10411/7082/6281/1266/4627/387/5829/10395/9124/28984/10163/9647/29766/10174/7126/3688/71/8476/4205/5339/10979/998/11214/5879/3925/8837/9948",32
"GO:0006898","GO:0006898","receptor-mediated endocytosis","37/978","256/18614",2.17912111925219e-08,1.1594705420522e-06,8.14039052191369e-07,"10266/3339/10268/7048/10203/1948/928/3643/857/302/975/567/1601/5899/23166/858/10211/133/8301/54874/3688/5868/6386/3092/1173/8650/3949/50618/23011/3190/5879/375/5898/1175/1211/2017/948",37
"GO:0022604","GO:0022604","regulation of cell morphogenesis","36/978","245/18614",2.18323786762645e-08,1.1594705420522e-06,8.14039052191369e-07,"3791/54873/6678/23129/5962/4651/152273/103910/8322/5362/2043/57381/4478/4627/9344/10395/64218/8874/23499/29780/1398/2534/10458/301/10979/93663/6347/11135/23580/1072/23191/50618/23011/5879/170506/9948",36
"GO:2001212","GO:2001212","regulation of vasculogenesis","9/978","16/18614",2.4097946339628e-08,1.26736480894917e-06,8.89789270567971e-07,"10266/947/3791/2013/23462/9693/133/5906/6237",9
"GO:0001938","GO:0001938","positive regulation of endothelial cell proliferation","23/978","115/18614",2.57540762647176e-08,1.34144068390361e-06,9.41796331421301e-07,"51162/3791/1012/8828/7010/94/659/8829/2624/2324/6387/187/5155/6774/3146/858/2260/3725/10000/25865/3164/6868/10016",23
"GO:1900026","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","14/978","44/18614",2.91656955831623e-08,1.50467212356181e-06,1.05639757535805e-06,"8829/55679/6281/57580/1601/11078/8874/4739/1398/10979/998/5879/3987/91663",14
"GO:0001666","GO:0001666","response to hypoxia","40/978","293/18614",3.00092868901069e-08,1.5335878026765e-06,1.07669864482578e-06,"2034/358/7048/947/8751/857/4313/6781/94/1636/6387/2043/2353/4000/1958/81/387/7049/4851/9124/28984/65018/5327/133/5371/3727/54541/285/677/4929/114769/5066/1263/824/6868/112398/4609/8837/4780/378938",40
"GO:0060537","GO:0060537","muscle tissue development","51/978","426/18614",3.40737009438795e-08,1.7250209160093e-06,1.21109967053848e-06,"2022/2280/7048/1948/1901/54567/10791/2697/57493/857/8531/4208/2317/1499/2353/4000/4487/1958/23462/9686/387/7049/1655/4851/858/10211/3276/4637/60485/56999/3688/3475/4205/23135/5339/998/27086/3398/3164/7040/23764/11214/10611/3845/3192/10521/7832/8837/136319/7763/3488",51
"GO:0030038","GO:0030038","contractile actin filament bundle assembly","22/978","109/18614",4.33882503246881e-08,2.15627662393427e-06,1.51387492441427e-06,"1901/22998/22899/389/8829/10411/7082/6281/387/5829/10395/9124/28984/10163/9647/10174/7126/71/10979/998/5879/3925",22
"GO:0043149","GO:0043149","stress fiber assembly","22/978","109/18614",4.33882503246881e-08,2.15627662393427e-06,1.51387492441427e-06,"1901/22998/22899/389/8829/10411/7082/6281/387/5829/10395/9124/28984/10163/9647/10174/7126/71/10979/998/5879/3925",22
"GO:0050684","GO:0050684","regulation of mRNA processing","25/978","139/18614",5.95283321092706e-08,2.93149977305381e-06,2.05814223838081e-06,"1655/5725/9444/3181/6651/9584/6434/677/1153/6429/3191/3190/7536/3192/6432/10521/6428/10284/3178/10921/170506/10949/5935/9939/29896",25
"GO:0034250","GO:0034250","positive regulation of amide metabolic process","28/978","169/18614",6.12169594681061e-08,2.97800685914967e-06,2.09079385212397e-06,"7431/1942/8531/2043/387/9619/1654/23645/65018/8301/4690/1153/1454/6154/3191/6125/65110/3459/7555/3192/5436/4780/7812/1938/6741/170506/5935/3646",28
"GO:0008064","GO:0008064","regulation of actin polymerization or depolymerization","26/978","149/18614",6.15722296888984e-08,2.97800685914967e-06,2.09079385212397e-06,"90952/2934/23075/5962/6711/9168/6387/387/51474/11078/29766/10787/830/6709/10458/7114/118/4690/93663/55845/7408/23191/2017/91663/136319/9948",26
"GO:0051492","GO:0051492","regulation of stress fiber assembly","20/978","94/18614",7.04819128199903e-08,3.37876567916715e-06,2.37215790422566e-06,"1901/22998/22899/389/8829/10411/7082/6281/387/5829/10395/28984/10163/9647/10174/71/10979/998/5879/3925",20
"GO:0032271","GO:0032271","regulation of protein polymerization","30/978","191/18614",7.19454168542681e-08,3.41866950087342e-06,2.40017350964423e-06,"90952/1003/2934/5962/6711/9168/387/402/11078/8874/65018/29766/10787/830/6709/10458/7114/6188/118/4690/93663/7408/23191/5879/3925/2017/91663/22919/136319/3303",30
"GO:0022411","GO:0022411","cellular component disassembly","55/978","488/18614",7.85177969239503e-08,3.6852016530765e-06,2.5872999373445e-06,"2934/6624/3643/1776/8751/4313/23075/5962/801/6711/11140/2043/6376/9448/10763/11345/51474/11078/10211/51652/9349/65018/29766/4739/830/54541/706/6709/3799/3688/118/84557/9507/54516/102/1263/7040/1072/3831/81631/54543/51510/51024/23710/6418/4609/3925/3915/7415/27243/2017/10241/136319/9948/23770",55
"GO:0048041","GO:0048041","focal adhesion assembly","19/978","86/18614",7.89151544686863e-08,3.6852016530765e-06,2.5872999373445e-06,"3791/22998/11170/7010/94/8829/6281/9448/387/9344/10395/9647/8874/23499/71/10979/5879/3987/2017",19
"GO:0008154","GO:0008154","actin polymerization or depolymerization","30/978","192/18614",8.10731114580051e-08,3.75361576724798e-06,2.63533199908027e-06,"90952/2934/23075/11170/5962/6711/9168/6387/57580/387/51474/11078/29766/10787/830/6709/10458/7114/118/4690/93663/55845/7408/1072/23191/5879/2017/91663/136319/9948",30
"GO:0110020","GO:0110020","regulation of actomyosin structure organization","21/978","104/18614",8.6926739683909e-08,3.99052668531979e-06,2.8016620024796e-06,"1901/22998/22899/389/8829/10411/7082/6281/387/5829/10395/28984/10163/9647/10174/71/10979/998/11214/5879/3925",21
"GO:0001837","GO:0001837","epithelial to mesenchymal transition","28/978","172/18614",8.99907577178692e-08,4.09647003829998e-06,2.87604252662239e-06,"2022/10252/4855/7048/25937/8751/6615/1942/2013/1499/2043/4487/23462/7049/1655/1601/4851/182/28984/2260/6386/10979/23187/7040/553115/57142/10521/10016",28
"GO:0030832","GO:0030832","regulation of actin filament length","26/978","152/18614",9.33319802749722e-08,4.20279587211876e-06,2.95069158224403e-06,"90952/2934/23075/5962/6711/9168/6387/387/51474/11078/29766/10787/830/6709/10458/7114/118/4690/93663/55845/7408/23191/2017/91663/136319/9948",26
"GO:0043434","GO:0043434","response to peptide hormone","50/978","427/18614",9.38782168222947e-08,4.20279587211876e-06,2.95069158224403e-06,"3643/857/8835/9021/2887/5872/2771/1910/23371/5286/6387/5595/2353/760/1958/54741/3625/8503/8743/7049/6774/5829/23236/858/2200/5327/1398/133/3727/10458/4690/301/5166/6654/677/4929/9564/3164/6429/6464/23191/4048/4641/64710/7832/8837/4780/6844/6430/3488",50
"GO:0002042","GO:0002042","cell migration involved in sprouting angiogenesis","20/978","96/18614",1.02045112175544e-07,4.5309702676633e-06,3.18109568844039e-06,"161198/1948/3791/79812/54567/10769/9314/8829/2624/5286/51564/57381/2050/8503/387/4851/10000/3688/301/3164",20
"GO:0050767","GO:0050767","regulation of neurogenesis","46/978","381/18614",1.24916170218163e-07,5.50138938269745e-06,3.86240584508533e-06,"3397/54567/7052/23129/3572/302/659/8829/2624/56920/1636/8322/5362/6387/1499/2043/10501/6281/6376/23462/567/4851/9693/3280/64218/1495/23499/5583/706/10458/3688/3475/8553/3398/8650/3949/7040/23191/4673/23011/7533/3065/3845/57142/7832/170506",46
"GO:0031623","GO:0031623","receptor internalization","23/978","125/18614",1.29829546575005e-07,5.67166656287742e-06,3.9819537502164e-06,"10266/10268/10203/1948/928/3643/857/302/975/5899/10211/133/8301/3688/5868/6386/3092/1173/8650/375/5898/1175/948",23
